timestamp,equity
2025-08-04 14:00:00+00:00,10000.0
2025-08-04 15:00:00+00:00,10000.0
2025-08-04 16:00:00+00:00,10000.0
2025-08-04 17:00:00+00:00,10000.0
2025-08-04 18:00:00+00:00,10000.0
2025-08-04 19:00:00+00:00,10000.0
2025-08-04 20:00:00+00:00,10000.0
2025-08-04 21:00:00+00:00,10000.0
2025-08-04 22:00:00+00:00,10000.0
2025-08-04 23:00:00+00:00,10000.0
2025-08-05 00:00:00+00:00,10000.0
2025-08-05 01:00:00+00:00,10000.0
2025-08-05 02:00:00+00:00,10000.0
2025-08-05 03:00:00+00:00,10000.0
2025-08-05 04:00:00+00:00,10000.0
2025-08-05 05:00:00+00:00,10000.0
2025-08-05 06:00:00+00:00,10000.0
2025-08-05 07:00:00+00:00,10000.0
2025-08-05 08:00:00+00:00,9999.024553824556
2025-08-05 09:00:00+00:00,10002.827722867574
2025-08-05 10:00:00+00:00,10003.630491806049
2025-08-05 11:00:00+00:00,10003.33918088386
2025-08-05 12:00:00+00:00,9995.35867806619
2025-08-05 13:00:00+00:00,9997.519322387245
2025-08-05 14:00:00+00:00,9974.725735971788
2025-08-05 15:00:00+00:00,9974.12519270337
2025-08-05 16:00:00+00:00,9979.970098051639
2025-08-05 17:00:00+00:00,9990.975916846519
2025-08-05 18:00:00+00:00,9991.533452161568
2025-08-05 19:00:00+00:00,9992.795202192734
2025-08-05 20:00:00+00:00,9993.955070196633
2025-08-05 21:00:00+00:00,9988.452928754172
2025-08-05 22:00:00+00:00,10000.551803469742
2025-08-05 23:00:00+00:00,10005.38608006511
2025-08-06 00:00:00+00:00,9996.544102417207
2025-08-06 01:00:00+00:00,9996.337522527747
2025-08-06 02:00:00+00:00,9992.183142074147
2025-08-06 03:00:00+00:00,9989.607421073215
2025-08-06 04:00:00+00:00,9985.38904437133
2025-08-06 05:00:00+00:00,10004.037807106264
2025-08-06 06:00:00+00:00,10003.15670675989
2025-08-06 07:00:00+00:00,10006.476576135869
2025-08-06 08:00:00+00:00,10000.129940201054
2025-08-06 09:00:00+00:00,10006.238510092251
2025-08-06 10:00:00+00:00,10003.696835095407
2025-08-06 11:00:00+00:00,10008.30942868672
2025-08-06 12:00:00+00:00,9998.864862364977
2025-08-06 13:00:00+00:00,10008.206010749493
2025-08-06 14:00:00+00:00,10033.593322443732
2025-08-06 15:00:00+00:00,10037.573889086994
2025-08-06 16:00:00+00:00,10029.472725097632
2025-08-06 17:00:00+00:00,10036.535863028234
2025-08-06 18:00:00+00:00,10034.528428712063
2025-08-06 19:00:00+00:00,10030.942551847842
2025-08-06 20:00:00+00:00,10029.135553781296
2025-08-06 21:00:00+00:00,10029.578407819421
2025-08-06 22:00:00+00:00,10029.444612996342
2025-08-06 23:00:00+00:00,10028.171343640484
2025-08-07 00:00:00+00:00,10027.662957444118
2025-08-07 01:00:00+00:00,10026.258538443442
2025-08-07 02:00:00+00:00,10024.71947133638
2025-08-07 03:00:00+00:00,10024.407766943072
2025-08-07 04:00:00+00:00,10022.735160997923
2025-08-07 05:00:00+00:00,10023.705080116051
2025-08-07 06:00:00+00:00,10026.771268363831
2025-08-07 07:00:00+00:00,10027.798621469616
2025-08-07 08:00:00+00:00,10029.978794032511
2025-08-07 09:00:00+00:00,10031.753793974916
2025-08-07 10:00:00+00:00,10067.020334509243
2025-08-07 11:00:00+00:00,10070.75720343904
2025-08-07 12:00:00+00:00,10065.130243457941
2025-08-07 13:00:00+00:00,10069.529089579986
2025-08-07 14:00:00+00:00,10064.785175687195
2025-08-07 15:00:00+00:00,10070.32452028199
2025-08-07 16:00:00+00:00,10063.177248616978
2025-08-07 17:00:00+00:00,10067.697943595755
2025-08-07 18:00:00+00:00,10068.434327092677
2025-08-07 19:00:00+00:00,10083.879437638516
2025-08-07 20:00:00+00:00,10078.710076687132
2025-08-07 21:00:00+00:00,10077.54261446177
2025-08-07 22:00:00+00:00,10085.559723133458
2025-08-07 23:00:00+00:00,10083.936607620315
2025-08-08 00:00:00+00:00,10079.29579825379
2025-08-08 01:00:00+00:00,10076.113136834134
2025-08-08 02:00:00+00:00,10074.758378922128
2025-08-08 03:00:00+00:00,10074.818279410521
2025-08-08 04:00:00+00:00,10074.51681441694
2025-08-08 05:00:00+00:00,10072.827398790574
2025-08-08 06:00:00+00:00,10074.542327587922
2025-08-08 07:00:00+00:00,10074.745153030817
2025-08-08 08:00:00+00:00,10073.675647729495
2025-08-08 09:00:00+00:00,10074.261512050452
2025-08-08 10:00:00+00:00,10073.163507086561
2025-08-08 11:00:00+00:00,10076.124485502163
2025-08-08 12:00:00+00:00,10072.749238039336
2025-08-08 13:00:00+00:00,10075.258143031957
2025-08-08 14:00:00+00:00,10068.106946263717
2025-08-08 15:00:00+00:00,10063.075475895303
2025-08-08 16:00:00+00:00,10063.702980441809
2025-08-08 17:00:00+00:00,10071.598410913426
2025-08-08 18:00:00+00:00,10068.12844900314
2025-08-08 19:00:00+00:00,10067.527225582595
2025-08-08 20:00:00+00:00,10074.629614545478
2025-08-08 21:00:00+00:00,10075.569932753597
2025-08-08 22:00:00+00:00,10074.478242086203
2025-08-08 23:00:00+00:00,10070.984217586563
2025-08-09 00:00:00+00:00,10069.0150103627
2025-08-09 01:00:00+00:00,10068.856982293604
2025-08-09 02:00:00+00:00,10065.715534457842
2025-08-09 03:00:00+00:00,10065.88670308992
2025-08-09 04:00:00+00:00,10067.094781600857
2025-08-09 05:00:00+00:00,10072.566546157466
2025-08-09 06:00:00+00:00,10070.347668236966
2025-08-09 07:00:00+00:00,10072.73822675953
2025-08-09 08:00:00+00:00,10078.555400400208
2025-08-09 09:00:00+00:00,10085.44702838541
2025-08-09 10:00:00+00:00,10082.952113143321
2025-08-09 11:00:00+00:00,10080.415131204683
2025-08-09 12:00:00+00:00,10080.10479206467
2025-08-09 13:00:00+00:00,10078.76513726726
2025-08-09 14:00:00+00:00,10078.92427460466
2025-08-09 15:00:00+00:00,10078.340970133635
2025-08-09 16:00:00+00:00,10076.374578744697
2025-08-09 17:00:00+00:00,10076.479532591882
2025-08-09 18:00:00+00:00,10076.167230900257
2025-08-09 19:00:00+00:00,10075.312497008177
2025-08-09 20:00:00+00:00,10077.18716044124
2025-08-09 21:00:00+00:00,10075.087998169196
2025-08-09 22:00:00+00:00,10075.483153670268
2025-08-09 23:00:00+00:00,10074.750695276574
2025-08-10 00:00:00+00:00,10076.280931242687
2025-08-10 01:00:00+00:00,10073.141019316885
2025-08-10 02:00:00+00:00,10085.46413688644
2025-08-10 03:00:00+00:00,10106.517707975221
