timestamp,equity
2025-08-16 00:10:00+00:00,10000.0
2025-08-16 00:15:00+00:00,10000.0
2025-08-16 00:20:00+00:00,10000.0
2025-08-16 00:25:00+00:00,10000.0
2025-08-16 00:30:00+00:00,9999.498223848124
2025-08-16 00:35:00+00:00,9999.703865125945
2025-08-16 00:40:00+00:00,9999.75706734035
2025-08-16 00:45:00+00:00,10000.072398187729
2025-08-16 00:50:00+00:00,10000.042789256855
2025-08-16 01:00:00+00:00,10000.019195973322
2025-08-16 01:05:00+00:00,9999.919617810992
2025-08-16 01:10:00+00:00,10000.231535525128
2025-08-16 01:15:00+00:00,9999.753440886281
2025-08-16 01:20:00+00:00,9999.91573537193
2025-08-16 01:25:00+00:00,10000.047141001738
2025-08-16 01:30:00+00:00,10000.521139880695
2025-08-16 01:35:00+00:00,10000.369426108096
2025-08-16 01:40:00+00:00,10000.33747064812
2025-08-16 01:45:00+00:00,10000.678399994811
2025-08-16 01:55:00+00:00,10000.388411661754
2025-08-16 02:00:00+00:00,9999.250173493829
2025-08-16 02:05:00+00:00,9999.250173493829
2025-08-16 02:10:00+00:00,9999.250173493829
2025-08-16 02:15:00+00:00,9999.250173493829
2025-08-16 02:20:00+00:00,9999.250173493829
2025-08-16 02:25:00+00:00,9999.250173493829
2025-08-16 02:30:00+00:00,9999.250173493829
2025-08-16 02:35:00+00:00,9999.250173493829
2025-08-16 02:40:00+00:00,9999.250173493829
2025-08-16 02:45:00+00:00,9999.250173493829
2025-08-16 02:50:00+00:00,9999.250173493829
2025-08-16 02:55:00+00:00,9999.250173493829
2025-08-16 03:00:00+00:00,9999.250173493829
2025-08-16 03:05:00+00:00,9999.250173493829
2025-08-16 03:15:00+00:00,9999.250173493829
2025-08-16 03:20:00+00:00,9999.250173493829
2025-08-16 03:25:00+00:00,9999.250173493829
2025-08-16 03:30:00+00:00,9999.250173493829
2025-08-16 03:35:00+00:00,9999.250173493829
2025-08-16 03:40:00+00:00,9999.250173493829
2025-08-16 03:45:00+00:00,9999.250173493829
2025-08-16 03:50:00+00:00,9999.250173493829
2025-08-16 03:55:00+00:00,9999.250173493829
2025-08-16 04:00:00+00:00,9999.250173493829
2025-08-16 04:05:00+00:00,9999.250173493829
2025-08-16 04:20:00+00:00,9998.74808717347
2025-08-16 04:25:00+00:00,9999.328618473737
2025-08-16 04:30:00+00:00,9999.00850923982
2025-08-16 04:35:00+00:00,9998.974463235734
2025-08-16 04:40:00+00:00,9998.944598319868
2025-08-16 04:45:00+00:00,9999.488225116957
2025-08-16 04:50:00+00:00,9999.37013070679
2025-08-16 04:55:00+00:00,9999.496629957564
2025-08-16 05:00:00+00:00,9999.147509091094
2025-08-16 05:10:00+00:00,9999.020071228677
2025-08-16 05:15:00+00:00,9998.478918953188
2025-08-16 05:25:00+00:00,9997.986009694834
2025-08-16 05:30:00+00:00,9997.986009694834
2025-08-16 05:35:00+00:00,9997.986009694834
2025-08-16 05:40:00+00:00,9997.986009694834
2025-08-16 05:45:00+00:00,9997.986009694834
2025-08-16 05:50:00+00:00,9997.986009694834
2025-08-16 05:55:00+00:00,9997.986009694834
2025-08-16 06:00:00+00:00,9997.986009694834
